state,year,dont_say_gay,hate_crimes_nolgbt,same_sex_marriage_ban,relig_lib_protection_discrim,decrim_same_sex,sports_ban,bathroom_ban,gac_ban,surgery_require_genderchange,lgbt_discrim_protect,lgbt_discrim_expire_rescind,hate_crimes_gayonly,conversion_ban,preemption_discrim,hate_crimeslgbt,Genderchange_x,No_surgery_genderchange,No_genderchange,same_sex_marriage_legal,Dim.1,Dim.2,std_1,std_2
North Dakota,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.16750002311577,0.278700320590675,-0.656306517326807,-0.168793108107465
North Dakota,2009,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.16750002311577,0.278700320590675,-0.656306517326807,-0.168793108107465
North Dakota,2010,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.16750002311577,0.278700320590675,-0.656306517326807,-0.168793108107465
North Dakota,2011,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.16750002311577,0.278700320590675,-0.656306517326807,-0.168793108107465
North Dakota,2012,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.16750002311577,0.278700320590675,-0.656306517326807,-0.168793108107465
North Dakota,2013,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.16750002311577,0.278700320590675,-0.656306517326807,-0.168793108107465
North Dakota,2014,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.16750002311577,0.278700320590675,-0.656306517326807,-0.168793108107465
North Dakota,2015,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.387020362108824,0.707291286805674,-0.217562296326409,-0.428366549361092
North Dakota,2016,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.387020362108824,0.707291286805674,-0.217562296326409,-0.428366549361092
North Dakota,2017,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.387020362108824,0.707291286805674,-0.217562296326409,-0.428366549361092
North Dakota,2018,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.387020362108824,0.707291286805674,-0.217562296326409,-0.428366549361092
North Dakota,2019,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.387020362108824,0.707291286805674,-0.217562296326409,-0.428366549361092
North Dakota,2020,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.420906421097756,0.485609751435224,0.236611239299108,-0.294106512322351
North Dakota,2021,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1.70722470291069,0.535630565314477,0.959711072271648,-0.324401305765178
North Dakota,2022,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1.70722470291069,0.535630565314477,0.959711072271648,-0.324401305765178
North Dakota,2023,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,2.18831844418059,8.45541311304872,1.23015642695175,-5.12096813042506
Ohio,2000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.16750002311577,0.278700320590675,-0.656306517326807,-0.168793108107465
Ohio,2001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.16750002311577,0.278700320590675,-0.656306517326807,-0.168793108107465
Ohio,2002,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.16750002311577,0.278700320590675,-0.656306517326807,-0.168793108107465
Ohio,2003,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.16750002311577,0.278700320590675,-0.656306517326807,-0.168793108107465
Ohio,2004,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Ohio,2005,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Ohio,2006,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Ohio,2007,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Ohio,2008,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Ohio,2009,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Ohio,2010,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Ohio,2011,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Ohio,2012,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Ohio,2013,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Ohio,2014,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Ohio,2015,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.387020362108824,0.707291286805674,-0.217562296326409,-0.428366549361092
Ohio,2016,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.387020362108824,0.707291286805674,-0.217562296326409,-0.428366549361092
Ohio,2017,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.387020362108824,0.707291286805674,-0.217562296326409,-0.428366549361092
Ohio,2018,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.387020362108824,0.707291286805674,-0.217562296326409,-0.428366549361092
Ohio,2019,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.387020362108824,0.707291286805674,-0.217562296326409,-0.428366549361092
Ohio,2020,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.387020362108824,0.707291286805674,-0.217562296326409,-0.428366549361092
Ohio,2021,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1.37624635045633,2.47520710100038,0.773652617874214,-1.4990937179478
Ohio,2022,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1.37624635045633,2.47520710100038,0.773652617874214,-1.4990937179478
Ohio,2023,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1.74083477294268,7.32141638330366,0.9786048689081,-4.43417009520324
Oklahoma,2000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Oklahoma,2001,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Oklahoma,2002,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Oklahoma,2003,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Oklahoma,2004,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Oklahoma,2005,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Oklahoma,2006,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Oklahoma,2007,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Oklahoma,2008,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Oklahoma,2009,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Oklahoma,2010,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Oklahoma,2011,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Oklahoma,2012,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Oklahoma,2013,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Oklahoma,2014,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.387020362108824,0.707291286805674,-0.217562296326409,-0.428366549361092
Oklahoma,2015,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.387020362108824,0.707291286805674,-0.217562296326409,-0.428366549361092
Oklahoma,2016,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.387020362108824,0.707291286805674,-0.217562296326409,-0.428366549361092
Oklahoma,2017,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.387020362108824,0.707291286805674,-0.217562296326409,-0.428366549361092
Oklahoma,2018,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.387020362108824,0.707291286805674,-0.217562296326409,-0.428366549361092
Oklahoma,2019,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.387020362108824,0.707291286805674,-0.217562296326409,-0.428366549361092
Oklahoma,2020,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.387020362108824,0.707291286805674,-0.217562296326409,-0.428366549361092
Oklahoma,2021,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.387020362108824,0.707291286805674,-0.217562296326409,-0.428366549361092
Oklahoma,2022,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.119462274266682,5.83242427744194,-0.0671553470009068,-3.53237132811461
Oklahoma,2023,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0.094073379161078,8.62707383453992,0.0528830583536948,-5.22493337402098
Oregon,2000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.939993122157883,-0.561922523129515,-0.528414218500977,0.340324865768352
Oregon,2001,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.939993122157883,-0.561922523129515,-0.528414218500977,0.340324865768352
Oregon,2002,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.939993122157883,-0.561922523129515,-0.528414218500977,0.340324865768352
Oregon,2003,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.939993122157883,-0.561922523129515,-0.528414218500977,0.340324865768352
Oregon,2004,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.6854708578637,-0.909308764588791,-0.947482215741818,0.550717172764654
Oregon,2005,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.6854708578637,-0.909308764588791,-0.947482215741818,0.550717172764654
Oregon,2006,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.6854708578637,-0.909308764588791,-0.947482215741818,0.550717172764654
Oregon,2007,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.308978264509991,-1.05559721988789,0.173691173186491,0.639315861843454
Oregon,2008,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.308978264509991,-1.05559721988789,0.173691173186491,0.639315861843454
Oregon,2009,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.308978264509991,-1.05559721988789,0.173691173186491,0.639315861843454
Oregon,2010,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.308978264509991,-1.05559721988789,0.173691173186491,0.639315861843454
Oregon,2011,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.308978264509991,-1.05559721988789,0.173691173186491,0.639315861843454
Oregon,2012,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.308978264509991,-1.05559721988789,0.173691173186491,0.639315861843454
Oregon,2013,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.308978264509991,-1.05559721988789,0.173691173186491,0.639315861843454
Oregon,2014,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1.83493566122276,-0.279620012213618,1.03150339142773,0.169350113593526
Oregon,2015,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,3.12125394303569,-0.229599198334364,1.75460322440027,0.139055320150699
Oregon,2016,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,3.12125394303569,-0.229599198334364,1.75460322440027,0.139055320150699
Oregon,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,4.43042840177685,-0.328159115433265,2.49055158635111,0.198747518231701
Oregon,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,4.43042840177685,-0.328159115433265,2.49055158635111,0.198747518231701
Oregon,2019,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,4.43042840177685,-0.328159115433265,2.49055158635111,0.198747518231701
Oregon,2020,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,4.43042840177685,-0.328159115433265,2.49055158635111,0.198747518231701
Oregon,2021,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,4.43042840177685,-0.328159115433265,2.49055158635111,0.198747518231701
Oregon,2022,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,4.43042840177685,-0.328159115433265,2.49055158635111,0.198747518231701
Oregon,2023,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,4.43042840177685,-0.328159115433265,2.49055158635111,0.198747518231701
Pennsylvania,2000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Pennsylvania,2001,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Pennsylvania,2002,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Pennsylvania,2003,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Pennsylvania,2004,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Pennsylvania,2005,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Pennsylvania,2006,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Pennsylvania,2007,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Pennsylvania,2008,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Pennsylvania,2009,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Pennsylvania,2010,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Pennsylvania,2011,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Pennsylvania,2012,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Pennsylvania,2013,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
Pennsylvania,2014,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.387020362108824,0.707291286805674,-0.217562296326409,-0.428366549361092
Pennsylvania,2015,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.387020362108824,0.707291286805674,-0.217562296326409,-0.428366549361092
Pennsylvania,2016,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.387020362108824,0.707291286805674,-0.217562296326409,-0.428366549361092
Pennsylvania,2017,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.387020362108824,0.707291286805674,-0.217562296326409,-0.428366549361092
Pennsylvania,2018,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.420906421097756,0.485609751435224,0.236611239299108,-0.294106512322351
Pennsylvania,2019,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.420906421097756,0.485609751435224,0.236611239299108,-0.294106512322351
Pennsylvania,2020,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.420906421097756,0.485609751435224,0.236611239299108,-0.294106512322351
Pennsylvania,2021,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.420906421097756,0.485609751435224,0.236611239299108,-0.294106512322351
Pennsylvania,2022,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1.70722470291069,0.535630565314477,0.959711072271648,-0.324401305765178
Pennsylvania,2023,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1.70722470291069,0.535630565314477,0.959711072271648,-0.324401305765178
Rhode Island,2000,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.132066338951302,-0.783604058499966,-0.0742406828754606,0.474584902807093
Rhode Island,2001,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.132066338951302,-0.783604058499966,-0.0742406828754606,0.474584902807093
Rhode Island,2002,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.132066338951302,-0.783604058499966,-0.0742406828754606,0.474584902807093
Rhode Island,2003,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.132066338951302,-0.783604058499966,-0.0742406828754606,0.474584902807093
Rhode Island,2004,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.132066338951302,-0.783604058499966,-0.0742406828754606,0.474584902807093
Rhode Island,2005,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.132066338951302,-0.783604058499966,-0.0742406828754606,0.474584902807093
Rhode Island,2006,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.132066338951302,-0.783604058499966,-0.0742406828754606,0.474584902807093
Rhode Island,2007,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.132066338951302,-0.783604058499966,-0.0742406828754606,0.474584902807093
Rhode Island,2008,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.132066338951302,-0.783604058499966,-0.0742406828754606,0.474584902807093
Rhode Island,2009,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.132066338951302,-0.783604058499966,-0.0742406828754606,0.474584902807093
Rhode Island,2010,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.132066338951302,-0.783604058499966,-0.0742406828754606,0.474584902807093
Rhode Island,2011,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.132066338951302,-0.783604058499966,-0.0742406828754606,0.474584902807093
Rhode Island,2012,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.132066338951302,-0.783604058499966,-0.0742406828754606,0.474584902807093
Rhode Island,2013,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0.648413322055643,-0.355013092284966,0.364503538124937,0.215011461553466
Rhode Island,2014,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0.648413322055643,-0.355013092284966,0.364503538124937,0.215011461553466
Rhode Island,2015,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0.648413322055643,-0.355013092284966,0.364503538124937,0.215011461553466
Rhode Island,2016,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0.648413322055643,-0.355013092284966,0.364503538124937,0.215011461553466
Rhode Island,2017,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1.93473160386858,-0.304992278405713,1.08760337109748,0.184716668110639
Rhode Island,2018,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1.93473160386858,-0.304992278405713,1.08760337109748,0.184716668110639
Rhode Island,2019,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,3.24390606260974,-0.403552195504614,1.82355173304832,0.244408866191641
Rhode Island,2020,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,3.24390606260974,-0.403552195504614,1.82355173304832,0.244408866191641
Rhode Island,2021,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,3.24390606260974,-0.403552195504614,1.82355173304832,0.244408866191641
Rhode Island,2022,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,3.24390606260974,-0.403552195504614,1.82355173304832,0.244408866191641
Rhode Island,2023,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,3.24390606260974,-0.403552195504614,1.82355173304832,0.244408866191641
South Carolina,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42485032614991,-0.635611165266626,-0.800975192079018,0.384953931541151
South Carolina,2001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42485032614991,-0.635611165266626,-0.800975192079018,0.384953931541151
South Carolina,2002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42485032614991,-0.635611165266626,-0.800975192079018,0.384953931541151
South Carolina,2003,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42485032614991,-0.635611165266626,-0.800975192079018,0.384953931541151
South Carolina,2004,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42485032614991,-0.635611165266626,-0.800975192079018,0.384953931541151
South Carolina,2005,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42485032614991,-0.635611165266626,-0.800975192079018,0.384953931541151
South Carolina,2006,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42485032614991,-0.635611165266626,-0.800975192079018,0.384953931541151
South Carolina,2007,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42485032614991,-0.635611165266626,-0.800975192079018,0.384953931541151
South Carolina,2008,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42485032614991,-0.635611165266626,-0.800975192079018,0.384953931541151
South Carolina,2009,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42485032614991,-0.635611165266626,-0.800975192079018,0.384953931541151
South Carolina,2010,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42485032614991,-0.635611165266626,-0.800975192079018,0.384953931541151
South Carolina,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42485032614991,-0.635611165266626,-0.800975192079018,0.384953931541151
South Carolina,2012,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42485032614991,-0.635611165266626,-0.800975192079018,0.384953931541151
South Carolina,2013,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42485032614991,-0.635611165266626,-0.800975192079018,0.384953931541151
South Carolina,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.101107070562858,0.14036604240765,0.0568370261622215,-0.0850118167087768
South Carolina,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.101107070562858,0.14036604240765,0.0568370261622215,-0.0850118167087768
South Carolina,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.101107070562858,0.14036604240765,0.0568370261622215,-0.0850118167087768
South Carolina,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.101107070562858,0.14036604240765,0.0568370261622215,-0.0850118167087768
South Carolina,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.101107070562858,0.14036604240765,0.0568370261622215,-0.0850118167087768
South Carolina,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.101107070562858,0.14036604240765,0.0568370261622215,-0.0850118167087768
South Carolina,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.101107070562858,0.14036604240765,0.0568370261622215,-0.0850118167087768
South Carolina,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.101107070562858,0.14036604240765,0.0568370261622215,-0.0850118167087768
South Carolina,2022,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.10167468976114,4.28008303427701,-0.0571561115342269,-2.5922055517643
South Carolina,2023,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.10167468976114,4.28008303427701,-0.0571561115342269,-2.5922055517643
South Dakota,2000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.16750002311577,0.278700320590675,-0.656306517326807,-0.168793108107465
South Dakota,2001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.16750002311577,0.278700320590675,-0.656306517326807,-0.168793108107465
South Dakota,2002,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.16750002311577,0.278700320590675,-0.656306517326807,-0.168793108107465
South Dakota,2003,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.16750002311577,0.278700320590675,-0.656306517326807,-0.168793108107465
South Dakota,2004,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.16750002311577,0.278700320590675,-0.656306517326807,-0.168793108107465
South Dakota,2005,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.16750002311577,0.278700320590675,-0.656306517326807,-0.168793108107465
South Dakota,2006,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91297775882159,-0.0686859208686012,-1.07537451456765,0.0415991988888361
